duration,protocol_type,service,flag,src_bytes,dst_bytes,count,srv_count,same_srv_rate,diff_srv_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,label
1.7260958863086662,udp,dns,SF,1480,1068,4,4,0.803,0.193,31,32,0.657,0.11,normal
1.2223967524527544,tcp,http,SF,259,1115,8,9,0.725,0.048,38,84,0.832,0.074,normal
3.023447646905748,tcp,http,SF,590,1009,5,2,0.926,0.181,93,53,0.931,0.159,normal
9.980005150066486,udp,dns,SF,349,1548,7,9,0.806,0.23,94,33,0.958,0.015,normal
0.0,tcp,private,S0,60,0,409,192,0.951,0.006,255,30,0.162,0.865,dos_syn_flood
3.5046885326810857,tcp,ftp,SF,1050,5923,5,2,0.849,0.28,39,88,0.877,0.041,normal
2.40509344346327,udp,dns,SF,211,259,5,3,0.894,0.06,58,91,0.744,0.078,normal
0.0,tcp,other,S0,0,0,260,374,0.977,0.011,255,26,0.19,0.832,dos_syn_flood
1.9572093615398134,tcp,ssh,SF,616,485,2,3,0.724,0.057,42,4,0.994,0.051,normal
0.6192205256496084,tcp,http,SF,470,1850,5,2,0.732,0.194,9,50,0.796,0.189,normal
5.704976236652418,tcp,https,SF,447,5419,6,5,0.999,0.072,15,16,0.764,0.026,normal
0.0,tcp,http,S0,44,0,188,450,0.976,0.016,255,16,0.071,0.664,dos_syn_flood
2.4771979835737854,tcp,https,SF,1349,5149,6,7,0.893,0.171,95,9,0.858,0.108,normal
0.6267522500576901,udp,dns,SF,186,99,5,2,0.797,0.025,22,94,0.772,0.056,normal
0.0,tcp,http,S0,44,0,363,439,0.963,0.034,255,31,0.081,0.848,dos_syn_flood
0.7293676354007261,tcp,https,SF,1784,1794,4,5,0.771,0.183,25,43,0.653,0.043,normal
0.0,tcp,http,S0,60,0,198,162,0.998,0.025,255,47,0.101,0.798,dos_syn_flood
3.6613416079866328,tcp,http,SF,1569,4245,3,5,0.903,0.278,82,36,0.964,0.118,normal
0.8679343590701315,tcp,http,SF,211,899,3,2,0.96,0.101,26,56,0.989,0.053,normal
0.0,tcp,other,S0,0,0,352,234,0.982,0.026,255,19,0.104,0.825,dos_syn_flood
1.0016111074768135,tcp,https,SF,1389,106,6,5,0.872,0.256,18,52,0.721,0.159,normal
0.0,tcp,other,S0,44,0,459,189,0.992,0.016,255,40,0.087,0.804,dos_syn_flood
0.008,tcp,other,REJ,20,0,71,2,0.051,0.939,255,7,0.076,0.891,port_scan
0.0,tcp,http,S0,44,0,190,399,0.967,0.038,255,20,0.189,0.858,dos_syn_flood
0.589678570259352,tcp,http,SF,293,7721,5,4,0.722,0.211,23,85,0.968,0.13,normal
0.835685796587231,tcp,http,SF,379,1250,9,5,0.744,0.002,24,86,0.746,0.063,normal
0.58,tcp,ftp,SF,383,254,85,36,0.905,0.016,108,28,0.887,0.144,ssh_bruteforce
1.408839926594053,tcp,ftp,SF,219,275,2,6,0.968,0.134,76,8,0.88,0.179,normal
4.543525255219439,udp,dns,SF,787,1396,4,2,0.894,0.267,49,90,0.984,0.152,normal
0.08297609130450376,tcp,https,SF,357,2595,4,6,0.77,0.236,67,86,0.705,0.054,normal
1.8685222235507537,udp,dns,SF,1236,2510,3,3,0.909,0.108,94,48,0.924,0.129,normal
0.0,tcp,http,S0,44,0,152,268,0.963,0.011,255,27,0.144,0.662,dos_syn_flood
0.0,tcp,http,S0,0,0,316,386,0.972,0.026,255,29,0.108,0.696,dos_syn_flood
0.0,tcp,private,S0,60,0,298,467,0.991,0.02,255,38,0.18,0.643,dos_syn_flood
3.2928385435710172,tcp,https,SF,1790,11553,8,7,0.858,0.048,35,70,0.986,0.188,normal
5.0340803582192954,icmp,other,SF,3570,997,7,3,0.773,0.103,64,39,0.653,0.002,normal
0.1907038458416932,tcp,https,S0,208,534,6,4,0.939,0.229,67,89,0.635,0.182,normal
0.0,tcp,other,RSTOS0,60,0,281,415,0.978,0.04,255,18,0.13,0.716,dos_syn_flood
0.0,tcp,http,S0,0,0,368,292,0.98,0.049,255,48,0.171,0.643,dos_syn_flood
1.52,tcp,ftp,SF,454,248,45,56,0.95,0.002,101,28,0.942,0.119,ssh_bruteforce
0.12110966376206078,tcp,http,SF,173,6533,5,3,0.97,0.088,62,32,0.845,0.09,normal
0.39890981076367427,tcp,http,SF,1325,660,9,4,0.896,0.092,56,40,0.795,0.043,normal
1.3223965215929812,tcp,https,SF,71,52418,7,2,0.987,0.094,19,47,0.926,0.115,normal
0.9024588146098629,tcp,ssh,SF,4422,7065,7,2,0.986,0.121,29,53,0.904,0.058,normal
0.0,tcp,other,S0,0,0,372,375,0.994,0.046,255,38,0.143,0.685,dos_syn_flood
0.057,tcp,private,REJ,0,0,68,4,0.066,0.91,255,7,0.074,0.929,port_scan
0.0,tcp,http,RSTOS0,44,0,175,259,0.976,0.026,255,30,0.175,0.849,dos_syn_flood
4.530990931246453,tcp,http,SF,238,13002,4,5,0.858,0.247,3,37,0.873,0.192,normal
1.566541658524723,icmp,other,SF,278,602,5,6,0.801,0.096,52,4,0.666,0.184,normal
0.114,tcp,private,S0,20,0,53,3,0.109,0.989,255,12,0.062,0.95,port_scan
0.0,tcp,other,S0,0,0,188,440,0.976,0.024,255,24,0.052,0.748,dos_syn_flood
1.25576449454332,tcp,https,SF,106,195,4,0,0.93,0.27,68,95,0.837,0.082,normal
3.8893264112455923,tcp,http,SF,2011,6291,3,5,0.819,0.063,77,45,0.693,0.117,normal
0.0,tcp,private,S0,44,0,225,177,0.994,0.046,255,42,0.165,0.814,dos_syn_flood
0.0,tcp,http,S0,60,0,217,390,0.97,0.009,255,17,0.17,0.771,dos_syn_flood
4.194185353914245,tcp,http,SF,2658,86,5,2,0.701,0.282,64,53,0.708,0.12,normal
0.0,tcp,http,S0,0,0,471,375,0.98,0.024,255,24,0.132,0.625,dos_syn_flood
0.785752295519392,tcp,smtp,SF,163,86,4,3,0.975,0.051,58,85,0.643,0.183,normal
0.0,tcp,http,S0,60,0,175,221,0.967,0.038,255,35,0.1,0.745,dos_syn_flood
2.1451637368229566,tcp,http,REJ,2592,2760,6,7,0.945,0.204,35,62,0.727,0.098,normal
0.115,tcp,private,S0,64,0,184,1,0.116,0.921,255,9,0.033,0.827,port_scan
6.124980562391379,tcp,http,SF,1887,5974,5,3,0.97,0.286,27,23,0.661,0.075,normal
0.96,tcp,ssh,REJ,318,235,35,68,0.934,0.095,153,23,0.783,0.117,ssh_bruteforce
3.1275077748721767,tcp,https,SF,898,6054,6,3,0.919,0.208,15,29,0.798,0.148,normal
0.0,tcp,http,S0,0,0,431,241,0.991,0.026,255,19,0.112,0.852,dos_syn_flood
1.6010079025514004,tcp,http,SF,8228,881,4,7,0.922,0.234,79,16,0.642,0.036,normal
1.266721440536768,tcp,http,SF,627,6333,6,3,0.746,0.241,51,1,0.924,0.08,normal
1.8103326266262942,icmp,other,SF,76,8114,5,4,0.876,0.227,26,97,0.768,0.018,normal
0.142,tcp,telnet,REJ,40,0,154,2,0.043,0.9,255,10,0.04,0.977,port_scan
0.0,tcp,private,S0,60,0,482,304,0.994,0.021,255,46,0.1,0.614,dos_syn_flood
2.0540747592125554,udp,dns,SF,501,86,9,4,0.868,0.251,56,46,0.631,0.125,normal
0.0,tcp,other,RSTOS0,0,0,348,202,0.994,0.019,255,45,0.199,0.641,dos_syn_flood
0.780710308495363,tcp,https,SF,44,104398,5,4,0.909,0.239,69,64,0.817,0.053,normal
6.4203706942388035,icmp,other,SF,981,1183,5,4,0.701,0.272,69,61,0.921,0.165,normal
2.178226721019798,udp,dns,SF,11591,6253,4,6,0.731,0.219,88,25,0.749,0.1,normal
2.99378522924246,tcp,https,SF,8642,114,2,7,0.735,0.155,92,95,0.749,0.106,normal
1.2842239678475795,tcp,https,SF,2743,1463,6,6,0.743,0.05,97,13,0.652,0.036,normal
0.0,tcp,http,S0,60,0,315,365,0.985,0.034,255,34,0.081,0.745,dos_syn_flood
7.651601945752745,tcp,http,SF,4618,1791,3,5,0.936,0.033,13,68,0.654,0.083,normal
0.064,tcp,private,S0,64,0,108,4,0.116,0.93,255,7,0.057,0.963,port_scan
0.16502839288634852,tcp,https,SF,185,637,8,3,0.924,0.241,15,13,0.859,0.18,normal
0.0,tcp,other,S0,0,0,159,440,0.959,0.025,255,39,0.071,0.783,dos_syn_flood
0.0,tcp,http,S0,44,0,507,378,0.963,0.01,255,31,0.185,0.638,dos_syn_flood
0.11123898419015937,tcp,http,SF,200,1208,5,1,0.899,0.274,14,81,0.616,0.176,normal
0.8968061921917602,tcp,http,SF,67,1211,6,6,0.728,0.294,25,88,0.773,0.018,normal
0.83,tcp,ssh,REJ,337,170,77,30,0.915,0.033,202,33,0.912,0.129,ssh_bruteforce
1.2411320374423078,tcp,ftp,SF,1019,366,8,4,0.866,0.084,97,49,0.977,0.135,normal
2.5641981139392476,tcp,http,SF,331,451,4,3,0.742,0.038,35,37,0.806,0.027,normal
0.198,tcp,eco_i,REJ,20,0,133,4,0.016,0.916,255,3,0.061,0.982,port_scan
0.011,tcp,other,REJ,0,0,104,2,0.135,0.925,255,2,0.039,0.83,port_scan
0.3569586761263007,tcp,http,SF,216,543,5,3,0.981,0.134,89,41,0.995,0.101,normal
0.546163897366538,tcp,https,SF,37,771,6,5,0.893,0.156,40,97,0.943,0.075,normal
4.921556205616634,tcp,http,SF,207,319,3,3,0.717,0.104,83,74,0.72,0.168,normal
4.206774338002451,tcp,http,SF,273,20474,8,2,0.937,0.052,85,63,0.95,0.081,normal
0.8161980589539779,tcp,http,SF,1227,912,6,4,0.756,0.121,54,99,0.654,0.048,normal
0.76,tcp,ftp,SF,354,261,49,72,0.975,0.03,108,57,0.937,0.034,ssh_bruteforce
0.7,tcp,ssh,REJ,366,204,54,50,0.909,0.086,202,31,0.83,0.094,ssh_bruteforce
0.14,icmp,eco_i,REJ,64,0,125,4,0.124,0.934,255,11,0.061,0.743,port_scan
3.3363175335548876,udp,dns,SF,5790,5957,8,4,0.87,0.155,52,78,0.848,0.046,normal
3.81819281344806,tcp,ftp,SF,235,954,6,4,0.921,0.104,36,32,0.782,0.173,normal
0.5836627263191334,tcp,http,SF,464,4968,6,4,0.848,0.256,58,62,0.624,0.065,normal
0.423265838005922,tcp,https,SF,468,91,5,8,0.724,0.006,31,54,0.898,0.035,normal
0.0,tcp,http,S0,60,0,279,378,0.989,0.021,255,32,0.064,0.785,dos_syn_flood
9.770851183225771,tcp,http,SF,526,561,5,5,0.999,0.205,23,77,0.715,0.001,normal
4.509172176523935,tcp,https,SF,2625,447,2,3,0.812,0.207,67,24,0.664,0.002,normal
2.4169599147009353,tcp,ssh,SF,1142,1278,6,5,0.735,0.215,72,33,0.967,0.148,normal
4.169472025947357,udp,dns,SF,1467,5196,4,3,0.808,0.212,26,18,0.814,0.025,normal
3.7774828249026635,tcp,http,SF,371,3285,6,2,0.772,0.155,91,57,0.965,0.148,normal
4.071097548068258,tcp,https,SF,420,39,2,2,0.838,0.157,30,20,0.785,0.174,normal
0.192,icmp,eco_i,REJ,40,0,164,2,0.077,0.945,255,5,0.071,0.924,port_scan
3.984968565782412,tcp,https,SF,1972,2614,7,2,0.711,0.031,13,69,0.615,0.014,normal
0.535379631994568,tcp,ftp,SF,792,827,7,4,0.895,0.092,78,42,0.757,0.087,normal
1.625734865719172,tcp,ssh,SF,348,24,3,7,0.731,0.016,13,19,0.957,0.101,normal
0.3691082897011743,tcp,https,SF,106,361,5,2,0.99,0.17,41,49,0.8,0.192,normal
1.8729891105269645,udp,dns,SF,3100,2657,4,5,0.885,0.217,29,54,0.798,0.156,normal
0.6049006924813749,tcp,http,SF,1846,1429,3,6,0.982,0.191,1,94,0.708,0.038,normal
2.8666623322587097,tcp,https,SF,156,681,5,5,0.834,0.171,18,56,0.746,0.015,normal
7.30003120742266,tcp,http,SF,21910,927,5,8,0.824,0.185,76,89,0.707,0.172,normal
1.86,tcp,ssh,SF,310,223,76,50,0.925,0.017,183,73,0.748,0.104,ssh_bruteforce
0.5400287173674113,tcp,http,SF,545,644,2,4,0.995,0.252,58,86,0.7,0.008,normal
2.95652951088828,tcp,http,SF,1190,8610,5,5,0.871,0.111,22,34,0.939,0.011,normal
